origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
  PT4_Y12.2	chr1	28401337	3LTR	+	1	EYA3	2140	-	intronic				0		24968937
  PT3_Y7.2	chr20	37165442	3LTR	+	1	RALGAPB	57148	+	intronic				0		24968937
  PT1_Y11.4	chr9	36377049	3LTR	+	1	RNF38	152006	-	intronic				0		24968937
  PT1_Y11.4	chr5	78920150	5LTR	+	1	PAPD4	167153	+	intronic				0		24968937
  PT1_Y11.4	chr18	19305668	3LTR	-	1	not found				MIB1	57534	+	15622		24968937
  PT4_Y12.2	chr10	38208064	3LTR	+	1	not found				ZNF25	219749	-	30731		24968937
  PT1_Y11.4	chr11	64853544	3LTR	-	1	ZFPL1	7542	+	intronic				0		24968937
  PT5_Y14.5	chr5	176596334	3LTR	-	2	NSD1	64324	+	intronic				0		24968937
  PT1_Y11.4	chr20	46206736	3LTR	+	1	NCOA3	8202	+	intronic				0		24968937
  PT1_Y11.4	chr15	64631341	3LTR	+	1	CSNK1G1	53944	-	intronic				0		24968937
  PT3_Y0	chr16	68595792	3LTR	-	1	ZFP90	146198	+	intronic				0		24968937
  PT2_Y12.9	chr3	196499558	3LTR	-	2	PAK2	5062	+	intronic				0		24968937
  PT5_Y14.5	chr2	149538493	3LTR	-	1	EPC2	26122	+	intronic				0		24968937
  PT1_Y4.8	chr1	66812170	5LTR	+	2	PDE4B	5142	+	intronic				0		24968937
  PT5_Y14.5	chr1	43155638	3LTR	-	1	YBX1	4904	+	intronic				0		24968937
  PT1_Y11.4	chr1	78431326	5LTR	+	1	FUBP1	8880	-	intronic				0		24968937
  PT3_Y7.2	chr2	182050613	3LTR	-	1	LOC101927156			ncRNA_intronic				0		24968937
  PT4_Y12.2	chr17	40384798	3LTR	-	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y0.2	chr18	44695083	3LTR	+	1	IER3IP1	51124	-	intronic				0		24968937
  PT4_Y12.2	chr22	50979250	3LTR	+	1	not found				KLHDC7B	113730	+	7212		24968937
  PT3_Y7.2	chr19	1597992	3LTR	-	1	UQCR11	10975	-	UTR3				0		24968937
  PT1_Y0.2	chr8	133794159	3LTR	+	1	PHF20L1	51105	+	intronic				0		24968937
  PT4_Y12.2	chr6	11716795	3LTR	+	3	ADTRP			intronic				0		24968937
  PT1_Y11.4	chr17	46385058	3LTR	+	1	THRA1/BTR			ncRNA_exonic				0		24968937
  PT1_Y11.4	chr6	90785962	5LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr5	93416284	3LTR	-	1	FAM172A	83989	-	intronic				0		24968937
  PT1_Y11.4	chr17	76057121	3LTR	-	1	TNRC6C	57690	+	intronic				0		24968937
  PT1_Y0.2	chr8	23264245	5LTR	+	1	not found				LOXL2	4017	-	2523		24968937
  PT4_Y12.2	chr11	31505013	3LTR	+	1	IMMP1L	196294	-	intronic				0		24968937
  PT1_Y0.2	chr16	89196309	3LTR	-	1	ACSF3	197322	+	intronic				0		24968937
  PT1_Y11.4	chr17	38753624	3LTR	+	1	not found				SMARCE1	6605	-	30352		24968937
  PT1_Y11.4	chr7	129497483	5LTR	+	1	UBE2H	7328	-	intronic				0		24968937
  PT1_Y11.4	chr18	55394951	3LTR	+	1	ATP8B1	5205	-	intronic				0		24968937
  PT1_Y11.4	chr3	59521453	5LTR	-	1	not found				FHIT	2272	-	213583		24968937
  PT1_Y11.4	chr21	34607527	3LTR	+	1	IFNAR2	3455	+	intronic				0		24968937
  PT3_Y0	chr19	50390718	3LTR	-	1	TBC1D17	79735	+	intronic				0		24968937
  PT4_Y12.2	chr12	53619733	3LTR	+	1	RARG	5916	-	intronic				0		24968937
  PT1_Y4.8	chr11	104784287	3LTR	+	1	LOC643733	643733	-	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr2	37375237	5LTR	+	1	EIF2AK2	5610	-	intronic				0		24968937
  PT1_Y11.4	chrX	15747958	3LTR	+	1	not found				CA5B	11238	+	8454		24968937
  PT2_Y12.9	chr1	198735574	3LTR	+	1	not found				PTPRC	5788	+	8969		24968937
  PT1_Y11.4	chr19	11230742	5LTR	-	1	LDLR	3949	+	intronic				0		24968937
  PT1_Y0.2	chr20	5562184	3LTR	+	1	GPCPD1	56261	-	intronic				0		24968937
  PT4_Y12.2	chr16	23475831	3LTR	+	1	GGA2	23062	-	UTR3				0		24968937
